,Unnamed: 0,user_no,user_name,mr_sect_no,trade_sort,use_type_code,meter_calibre,user_ms_type
7127,21812301,0021812301,540600部队,1061372010,混合商业,经营服务用水,,计费
7128,21843583,0021843583,棠下村民委员会,2068102010,洗车业,特种用水,,计费
7130,21865086,0021865086,广州市威佰置业发展有限公司,2038012010,美容（原特种）,经营服务用水,,计费
7143,21903843,0021903843,广东华信物业发展有限公司,2058032010,水疗馆,特种用水,,计费
7144,21851142,0021851142,棠涌村委会,4067082010,纤体减肥,经营服务用水,,计费
7149,21920716,0021920716,中山大学（北校区）,1061262010,单位/集体宿舍,居民生活,,计费
7150,21966864,0021966864,中国人民解放军第四二一医院,3114762010,单位/集体宿舍,居民生活,,计费
7156,21865738,0021865738,广州市汽车贸易公司*,2018012010,浴足,经营服务用水,,计费
7157,21815964,0021815964,广州市解决住房困难办公室,2068082010,水疗馆,特种用水,,计费
7162,21851966,0021851966,广州市鹏万房地产有限公司,3105032010,美容（原特种）,经营服务用水,,计费
7165,21966415,0021966415,广州市天河区东圃聚景旅店,2058032010,水疗馆,特种用水,,计费
7171,21817058,0021817058,广州市白云区新市鸿伟酒店,4067082010,水疗馆,特种用水,,计费
7173,21966877,0021966877,中国人民解放军第四二一医院,3114762010,单位/集体宿舍,居民生活,,计费
7192,22164748,0022164748,德安大厦（德安房地产有限公司）,1061202010,（原）特殊,经营服务用水,,计费
7195,22164924,0022164924,广州新江山股份有限公司       ,2068052010,浴足,经营服务用水,,计费
7201,22076999,0022076999,广州越秀城建仲量联行物业服务有限公司,2018092010,水疗馆,特种用水,,计费
7206,21903898,0021903898,广东发展银行广发公司,1061152010,夜总会,经营服务用水,,计费
7212,21869264,0021869264,广州市派可酒吧有限公司,1062332010,夜总会,经营服务用水,,计费
7213,21920729,0021920729,中山大学（北校区）,1061382010,单位/集体宿舍,居民生活,,计费
7214,21978962,0021978962,广州市文华房地产开发有限公司,2068042010,美容（原特种）,经营服务用水,,计费
7216,21851689,0021851689,中国人民解放军驻广州铁路(集团)公司军队代,2068142010,浴足,经营服务用水,,计费
7218,22036070,0022036070,广州华侨大厦企业有限公司华厦大酒店,1062292010,美容（原特种）,经营服务用水,,计费
7221,22050582,0022050582,广州市嘉裕房地产发展有限公司,2018092010,水疗馆,特种用水,,计费
7222,21833869,0021833869,广州建信行房地产有限公司,2068122010,美容（原特种）,经营服务用水,,计费
7223,21833872,0021833872,广州中海地产有限公司,2018082010,美容（原特种）,经营服务用水,,计费
7225,21976894,0021976894,广州棠下经济发展有限公司,2068102010,夜总会,经营服务用水,,计费
7229,22053321,0022053321,梁银妹,3075012010,低保户（旧）,居民生活,,考核
7231,21783164,0021783164,广东省牧业国际合作公司,2058012010,洗车业,特种用水,,计费
7237,22112499,0022112499,中国人民解放军95107部队,1061142010,商业,经营服务用水,,计费
7239,22069522,0022069522,广州市白云区均禾街新科经济联合社,4047022010,商业,经营服务用水,,计费
7242,21845026,0021845026,东村商业城天河区员村石东村民委员会,2068152010,浴足,经营服务用水,,计费
7243,22112444,0022112444,中国人民解放军95107部队,1061142010,居民家庭,居民生活,,计费
7246,22156626,0022156626,广州美洋房地产开发有限公司,2068052010,水疗馆,特种用水,,计费
7248,22165640,0022165640,广州市白云区同和镇京溪村经济联合社,2028032010,水疗馆,特种用水,,计费
7257,22164937,0022164937,广州市银河经济发展有限公司,2028042010,浴足,经营服务用水,,计费
7262,21979112,0021979112,广州溢华房地产开发有限公司,4067112010,美容（原特种）,经营服务用水,,计费
7270,22035341,0022035341,广州中医药大学,3054012010,单位/集体宿舍,居民生活,,计费
7274,22002570,0022002570,广州泉承美容美发有限公司,1062132010,按摩,经营服务用水,,计费
7276,21799668,0021799668,广州合成材料研究院有限公司,2038012010,洗车业,特种用水,,计费
7277,21898613,0021898613,南北市场,4057012010,浴足,经营服务用水,,计费
7279,22165392,0022165392,广州市华美英语实验学校,2038012010,行政,行政事业,,计费
7281,21851878,0021851878,广州市鹏万房地产有限公司,3105032010,美容（原特种）,经营服务用水,,计费
7283,21800030,0021800030,广东粤海房地产开发有限公司,1062332010,建筑业,经营服务用水,,计费
7284,22157094,0022157094,西洲村委会,2096032010,农村/城中村总表民用,居民生活,,计费
7289,22068877,0022068877,广州赛马娱乐总公司,2018062010,洗车业,经营服务用水,,计费
7295,22051817,0022051817,同和村委会,1021022010,商业,经营服务用水,,计费
7296,22053376,0022053376,天河酒精站,1061112010,美容（原特种）,经营服务用水,,计费
7297,21888393,0021888393,广州市天河区东圃黄村经济发展公司,2068052010,水疗馆,特种用水,,计费
7299,21797574,0021797574,天河区棠下村民委员会,2058042010,洗车业,特种用水,,计费
7307,22035615,0022035615,广州市白云区石井街龙湖经济联合社,4057012010,仓储,经营服务用水,,计费
7314,22069506,0022069506,广州市白云区均禾街新科经济联合社,4047022010,商业,经营服务用水,,计费
7317,21914993,0021914993,下沙第八、十一经济社,3044012010,单位/集体宿舍,居民生活,,计费
7320,21891928,0021891928,广州天力物业发展有限公司,4047012010,水疗馆,特种用水,,计费
7324,21781849,0021781849,广东国际大厦,1061152010,浴足,经营服务用水,,计费
7325,21874723,0021874723,广州市天河区城区工业总公司,2068102010,水疗馆,特种用水,,计费
7330,22024435,0022024435,中铁建工集团有限公司,4047052010,建筑业,经营服务用水,100.0,计费
7332,22035354,0022035354,广州中医药大学,3054012010,单位/集体宿舍,居民生活,,计费
7334,21899065,0021899065,广州市银河股份合作经济联社,1021052010,洗车业,特种用水,,计费
7336,22216713,0022216713,广州海员医院,3114552010,无优惠福利机构,行政事业,,计费
7337,22053839,0022053839,华南师范大学,3054012010,单位/集体宿舍,居民生活,,计费
7342,22079057,0022079057,广州瑞华房地产开发有限公司,2018062010,浴足,经营服务用水,,计费
7346,22112473,0022112473,中国人民解放军95107部队,1061142010,其他工业,工业用水,,计费
7351,22050654,0022050654,广州军区司令部老干部住房建设办公室,3114722010,商业,经营服务用水,,计费
7362,21782204,0021782204,广州华储房地产开发有限公司,1061152010,美容（原特种）,经营服务用水,,计费
7363,21783656,0021783656,广州标微汽车维修中心,2068182010,洗车业,特种用水,,计费
7366,21851908,0021851908,广州市鹏万房地产有限公司,3105032010,美容（原特种）,经营服务用水,,计费
7368,22036083,0022036083,广州华侨大厦企业有限公司华厦大酒店,1062292010,美容（原特种）,经营服务用水,,计费
7375,21970522,0021970522,省环保学校,2068172010,单位/集体宿舍,居民生活,,计费
7386,21978643,0021978643,广州市三九国裕房地产开发有限公司,1062072010,建筑业,经营服务用水,,计费
7391,22165406,0022165406,广州市华美英语实验学校,2038012010,单位/集体宿舍,居民生活,,计费
7404,22233497,0022233497,王玲  ,1021012010,（原）特殊,经营服务用水,,计费
7405,22233295,0022233295,广州市侨鹏房地产发展有限公司,2018142010,夜总会,经营服务用水,,计费
7412,22233716,0022233716,西朗医疗卫生所,3065162010,水疗馆,特种用水,,计费
7414,22233484,0022233484,郭秋雅,1021012010,（原）特殊,经营服务用水,,计费
7415,22233569,0022233569,广东省工人医院,3044012010,无优惠福利机构,行政事业,,计费
7416,22241391,0022241391,广州东风南方汽车销售服务有限公司黄埔分公司,2076012010,洗车业,特种用水,,计费
7417,22334842,0022334842,广州海都房地产开发有限公司,2068142010,（原）特殊,经营服务用水,,计费
7418,22234618,0022234618,广州市天建房地产开发有限公司,2018082010,夜总会,经营服务用水,,计费
7422,22390165,0022390165,新机场,4017012010,商业,经营服务用水,,计费
7423,22457136,0022457136,广州荔旭房地产开发有限公司,3065152010,建筑业,经营服务用水,,计费
7426,22310516,0022310516,天河区石牌三骏企业集团有限公司,2018062010,（原）特殊,特种用水,,
7433,22233875,0022233875,广州本田汽车有限公司,2076022010,其他工业,工业用水,,计费
7441,22387309,0022387309,陈丽鸣,3105032010,低保户（旧）,居民生活,,考核
7442,22390237,0022390237,新机场,4017012010,居民（旧）,居民生活,,计费
7445,22577317,0022577317,沙河经济发展公司(宿舍)*,2028022010,商业,经营服务用水,,计费
7450,22599849,0022599849,沙东村民委会,2018132010,水疗馆,特种用水,,计费
7468,22577245,0022577245,广州瑞华房地产开发有限公司,2018062010,美容（原特种）,经营服务用水,,计费
7478,22459477,0022459477,广州市荔湾区东漖街东漖股份经济合作社,3065102010,建筑业,经营服务用水,,计费
7479,22524762,0022524762,广州市天河区吉山经济发展公司,2076022010,洗车业,特种用水,,计费
7506,22298759,0022298759,广州市怡康物业管理有限公司,3065102010,美容（原特种）,经营服务用水,,计费
7519,22583374,0022583374,恒果房地产,3065012010,美容（原特种）,经营服务用水,,计费
7522,22457123,0022457123,广州荔骏房地产开发有限公司,3065152010,建筑业,经营服务用水,,计费
7524,22584393,0022584393,广州金通泰房地产开发有限公司,1062142010,建筑业,经营服务用水,,计费
7527,22577489,0022577489,保利房地产（集团）股份有限公司,2018092010,洗车业,特种用水,,计费
7530,22599836,0022599836,沙东村民委会,2018132010,洗车业,特种用水,,计费
7537,22390110,0022390110,新机场,4017012010,行政,行政事业,,计费
7538,22390208,0022390208,新机场,4017012010,公共绿化,消防环卫绿化,,计费
7542,22642383,0022642383,广州市海珠区瑞宝街瑞宝第五经济合作社,3114322010,建筑业,经营服务用水,100.0,计费
7551,22688691,0022688691,广东广佛轨道交通有限公司,3114752010,建筑业,经营服务用水,150.0,计费
7552,22493705,0022493705,永平街永泰村第七经济合作社(哥聚量版KTV),4047092010,商业,经营服务用水,,计费
7553,22493718,0022493718,永平街永泰村第七经济合作社,4047092010,夜总会,经营服务用水,,计费
7567,22536958,0022536958,广州瑞华房地产开发有限公司,2018062010,美容（原特种）,经营服务用水,,计费
7568,22536974,0022536974,广州瑞华房地产开发有限公司,2018062010,美容（原特种）,经营服务用水,,计费
7576,22653505,0022653505,广州市正林房地产开发有限公司,3065152010,建筑业,经营服务用水,,计费
7577,22653518,0022653518,广州城西横沙企业集团有限公司,3105032010,建筑业,经营服务用水,,计费
7595,22457312,0022457312,广州市黄埔区威水休闲美食中心,2076082010,水疗馆,特种用水,,计费
7601,22518662,0022518662,广州体育学院,2018152010,洗车业,特种用水,,计费
7605,22355182,0022355182,广州市朝兴饮食服务有限公司,2068172010,水疗馆,特种用水,,计费
7613,22562803,0022562803,广州中海地产有限公司,2018062010,洗车业,经营服务用水,,计费
7615,22641061,0022641061,广州中海地产有限公司,3105012010,美容（原特种）,经营服务用水,,计费
7617,22641104,0022641104,广州中海地产有限公司,3105012010,美容（原特种）,经营服务用水,,计费
7633,22563242,0022563242,翡翠沐足养生会所,4047092010,浴足,经营服务用水,,计费
7641,22585875,0022585875,纺织局东圃仓库,2068032010,夜总会,经营服务用水,,计费
7644,22519492,0022519492,广州市白云区永平街永泰村第十四经济合作社,4047082010,水疗馆,特种用水,,计费
7646,22525996,0022525996,广州市信诚房地产开发有限公司,2018142010,水疗馆,特种用水,,计费
7647,22576239,0022576239,纺织局东圃仓库,2068032010,浴足,经营服务用水,,计费
7655,22581802,0022581802,广州汇都休闲会所有限公司,4077022010,水疗馆,特种用水,,计费
7661,22642963,0022642963,冠华塑料厂,2068102010,洗车业,特种用水,,计费
7662,22642976,0022642976,上元岗村委,2028022010,水疗馆,特种用水,,计费
7667,22536961,0022536961,广州瑞华房地产开发有限公司,2018062010,美容（原特种）,经营服务用水,,计费
7668,22536990,0022536990,广州瑞华房地产开发有限公司,2018062010,美容（原特种）,经营服务用水,,计费
7669,22537007,0022537007,广州瑞华房地产开发有限公司,2018062010,（原）特殊,特种用水,,
7680,22688792,0022688792,欧派家居集团股份有限公司,4027012010,建筑业,经营服务用水,,计费
7697,22686334,0022686334,广州荔安房地产开发有限公司,3065152010,建筑业,经营服务用水,,计费
7698,22686347,0022686347,广州市振发房地产开发有限公司,3065152010,建筑业,工业用水,,计费
7724,26285030,0026285030,广州市冶金工业供销公司,4067082010,美容（原特种）,经营服务用水,,计费
7737,25980006,0025980006,广州市海珠区民政局 (84251787),3114742010,优惠福利机构,行政事业,,计费
7746,25997008,0025997008,沙东村民委会,2018132010,夜总会,经营服务用水,,计费
7752,25374067,0025374067,广州锦日物业服务有限公司,3085012010,美容（原特种）,经营服务用水,,计费
7762,26243098,0026243098,广州市交通委员会（美容）,2018102010,水疗馆,特种用水,,计费
7763,26506018,0026506018,保利房地产（集团）有限公司,3014022010,公共消防,消防环卫绿化,150.0,计费
7765,26296018,0026296018,广州麓湖高尔夫球乡村俱乐部,1062072010,居民家庭,居民生活,,计费
7780,26337252,0026337252,中国人民解放军海军装备部广州地区军事代表局,04G320000,城市居民（旧）,居民生活,,计费
7798,27338012,0027338012,广州市东建实业集团有限公司,3114512010,建筑业,施工用水,100.0,计费
7802,26918017,0026918017,广州钱阳餐饮有限公司,1061122010,（原）其他特种,经营服务用水,,计费
7814,26629025,0026629025,海登斯美容院,2018062010,美容（原特种）,经营服务用水,,计费
7815,26629012,0026629012,天河区石牌三骏企业集团有限公司（凯林美甲）,2018062010,美容（原特种）,经营服务用水,,计费
7816,26918020,0026918020,广州钱阳餐饮有限公司,1061122010,（原）其他特种,经营服务用水,,计费
7822,27207026,0027207026,广州市文华房地产开发有限公司,2068042010,水疗馆,经营服务用水,,计费
7825,27099562,0027099562,中煤第三建设(集团)有限责任公司广州分公司,4077022010,单位/集体宿舍,居民生活,,计费
7835,25253955,0025253955,广州市宏仁投资有限公司,1062222010,建筑业,经营服务用水,,计费
7856,27696037,0027696037,广州完全房地产物业管理有限公司,1061112010,美容（原特种）,经营服务用水,,计费
7857,27503531,0027503531,广州市番禺信息技术投资发展有限公司,3054012010,建筑业,施工用水,100.0,计费
7862,27636044,0027636044,高成（广州）物业管理有限公司高志大厦分公司,2018062010,夜总会,经营服务用水,,计费
7872,25632011,0025632011,广州市番禺区教育局,3054012010,建筑业,施工用水,100.0,计费
7891,26145062,0026145062,广州市番禺信息技术投资发展有限公司,3054012010,建筑业,施工用水,100.0,计费
7892,27585027,0027585027,鹤边村第五经济合作社,4047062010,其他工业,工业用水,,计费
7896,27157275,0027157275,广州荔璟房地产开发有限公司,3065152010,建筑业,施工用水,,计费
7909,27237029,0027237029,广州方兴房地产建设有限公司,1063402010,建筑业,经营服务用水,,计费
7920,25632008,0025632008,广州市番禺区教育局,3054012010,建筑业,施工用水,100.0,计费
7954,28083102,0028083102,广州荔骏房地产开发有限公司,3065152010,商业,经营服务用水,200.0,计费
7978,25476008,0025476008,广州市星健星穗房地产有限公司,3014012010,建筑业,施工用水,100.0,计费
7981,27636031,0027636031,广州市德孚物业代理有限公司,2068032010,夜总会,经营服务用水,,计费
7985,27707207,0027707207,广州市养元沐足有限公司,1062022010,浴足,经营服务用水,,计费
7991,27153013,0027153013,广州市少年宫,1063232010,洗车业,特种用水,,计费
7997,28144058,0028144058,广州供电局有限公司,3014012010,建筑业,施工用水,100.0,计费
8000,26199069,0026199069,广州体育大厦有限公司,1062092010,建筑业,经营服务用水,,计费
8085,28565042,0028565042,广州市海珠区园林绿化所,3014022010,公共绿化,消防环卫绿化,100.0,计费
8093,28592118,0028592118,广州市海珠区官洲街仑头经济联合社,04G120000,居民（旧）,居民生活,,计费
8099,28247018,0028247018,广州地铁集团有限公司,4067012010,其他工业,施工用水,,计费
8145,28944108,0028944108,广州市继丰房地产开发有限公司,4057012010,其他工业,施工用水,,计费
8169,29862102,0029862102,王慧萍（低保）,1063412010,居民家庭,居民生活,15.0,计费
8186,29758180,0029758180,许子荻,1062292010,居民家庭,居民生活,20.0,考核
8215,29649091,0029649091,广州市康逸局健康休闲有限公司,2018082010,（原）特殊,经营服务用水,,计费
8274,32290181,0032290181,中油阳光物业管理有限公司广州分公司,2068142010,洗车业,特种用水,,计费
8327,31407120,0031407120,广州市白云区同和镇京溪村麦地经济合作社,1021052010,商业,经营服务用水,,计费
8329,31329138,0031329138,广州市富昌房地产开发有限公司,2058012010,商业,经营服务用水,,计费
8339,31223690,0031223690,中国人民解放军广东省军区保障局,1061172010,居民家庭,居民生活,,计费
8364,32362103,0032362103,广东长城酒店有限公司,1061302010,水疗馆,特种用水,,计费
8377,32370094,0032370094,广州天伦物业管理有限公司,1062302010,美容（原特种）,经营服务用水,,计费
8399,32822090,0032822090,粤海物业管理有限公司越秀分公司,1062292010,（原）特殊,经营服务用水,,计费
8402,32898095,0032898095,广州市文阜物业管理有限公司,1062302010,美容（原特种）,经营服务用水,,计费
8403,32957091,0032957091,国泰宾馆,1061192010,（原）特殊,经营服务用水,,计费
8407,32997112,0032997112,李建南（低保）,1063412010,居民家庭,居民生活,15.0,考核
8410,33159094,0033159094,广州市海珠区官洲街仑头经济联合社,3024012010,居民家庭,居民生活,,计费
8425,33195113,0033195113,广州市海珠区华洲街土华经济联合社,3034012010,商业,经营服务用水,,计费
8426,33195139,0033195139,广州市海珠区华洲街土华经济联合社,3034012010,商业,经营服务用水,,计费
8427,33195126,0033195126,广州市海珠区华洲街土华经济联合社,3034012010,商业,经营服务用水,,计费
8429,33170187,0033170187,李瑞霞（低保）,1063412010,居民家庭,居民生活,15.0,计费
8440,33195096,0033195096,广州市海珠区华洲街土华经济联合社,3034012010,商业,经营服务用水,,计费
8457,33237099,0033237099,广州壹心贸易有限公司宾馆,4067092010,洗车业,特种用水,,计费
8479,34343236,0034343236,龚国栋,1021042010,居民家庭,居民生活,,计费
8497,34947106,0034947106,广州旭明物业管理有限公司越秀区第二分公司,1062172010,（原）特殊,经营服务用水,,计费
8500,34934092,0034934092,马顺锦,1021042010,居民家庭,居民生活,,计费
8553,35898098,0035898098,保利物业发展股份有限公司广州分公司,1061212010,（原）特殊,经营服务用水,,计费
8570,35995106,0035995106,陈炳权（低保）,1063412010,居民家庭,居民生活,15.0,计费
8574,35902111,0035902111,李就成（低保）,1063412010,居民家庭,居民生活,15.0,计费
8575,35902124,0035902124,张杏算（低保）,1063412010,居民家庭,居民生活,15.0,计费
8578,36190632,0036190632,陈润添（低保）,1063412010,居民家庭,居民生活,15.0,计费
8579,36190645,0036190645,杜燕眉（低保）,1063412010,居民家庭,居民生活,15.0,计费
8582,36347096,0036347096,彭信安,1021042010,居民家庭,居民生活,,计费
8586,35936099,0035936099,广州市同和石桥头实业有限公司,1021052010,商业,经营服务用水,,计费
8587,35935096,0035935096,广州市同和石桥头实业有限公司,1021022010,商业,经营服务用水,,计费
8591,37356095,0037356095,华南理工大学,3054012010,商业,经营服务用水,,计费
8592,37354099,0037354099,华南理工大学,3054012010,商业,经营服务用水,,计费
8594,37217121,0037217121,姚甜瑞,1021042010,居民家庭,居民生活,,计费
8595,37489104,0037489104,谭炳强（低保）,1063412010,居民家庭,居民生活,15.0,计费
8596,37490108,0037490108,陈小平,1021042010,居民家庭,居民生活,,计费
